transcript,protein,uniprot,align,identity,evalue,name,lineage,domain,genus
TRINITY_DN1427_c0_g1_i6,TRINITY_DN1427_c0_g1_i6.p1,KITM_MOUSE,"Q:738-1043,H:53-154",50,4.02E-29,"Thymidine kinase 2, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN1427_c0_g1_i7,TRINITY_DN1427_c0_g1_i7.p1,KITM_MACFA,"Q:648-1364,H:14-256",42.213,2.36E-65,"Thymidine kinase 2, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN1427_c0_g1_i9,TRINITY_DN1427_c0_g1_i9.p1,F227B_MACFA,"Q:715-347,H:136-252",35.484,4.75E-06,Protein FAM227B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN14270_c0_g1_i7,TRINITY_DN14270_c0_g1_i7.p1,ELF1_DROME,"Q:2256-1513,H:894-1137",59.438,7.90E-84,Protein grainyhead,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN14270_c0_g1_i9,TRINITY_DN14270_c0_g1_i9.p1,ELF1_DROME,"Q:2256-1513,H:894-1137",59.438,4.42E-84,Protein grainyhead,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN142757_c0_g1_i1,TRINITY_DN142757_c0_g1_i1.p1,ACH92_ONCMY,"Q:570-73,H:94-263",26.901,3.99E-17,Neuronal acetylcholine receptor subunit alpha-9-II,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Oncorhynchus,Eukaryota,Oncorhynchus
TRINITY_DN14277_c0_g1_i8,TRINITY_DN14277_c0_g1_i8.p1,ANR52_DANRE,"Q:2154-2441,H:123-214",44.792,1.69E-13,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN142770_c0_g1_i1,TRINITY_DN142770_c0_g1_i1.p1,PPID_RHIO9,"Q:1406-357,H:2-364",55.89,4.75E-108,Peptidyl-prolyl cis-trans isomerase D,Eukaryota; Fungi; Fungi incertae sedis; Mucoromycota; Mucoromycotina; Mucoromycetes; Mucorales; Mucorineae; Rhizopodaceae; Rhizopus,Eukaryota,Rhizopus
TRINITY_DN14279_c0_g1_i10,TRINITY_DN14279_c0_g1_i10.p1,RGPA2_MOUSE,"Q:11125-5324,H:1-1862",39.252,0,Ral GTPase-activating protein subunit alpha-2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14279_c0_g1_i11,TRINITY_DN14279_c0_g1_i11.p1,RGPA2_MOUSE,"Q:11107-5324,H:1-1862",39.37,0,Ral GTPase-activating protein subunit alpha-2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14279_c0_g1_i13,TRINITY_DN14279_c0_g1_i13.p1,RGPA2_MOUSE,"Q:7526-1743,H:1-1862",39.37,0,Ral GTPase-activating protein subunit alpha-2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14279_c0_g1_i4,TRINITY_DN14279_c0_g1_i4.p1,RGPA2_RAT,"Q:7544-1743,H:1-1862",39.439,0,Ral GTPase-activating protein subunit alpha-2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN14281_c0_g1_i3,TRINITY_DN14281_c0_g1_i3.p1,POLR1_ARATH,"Q:1919-585,H:984-1444",25.786,1.06E-23,Retrovirus-related Pol polyprotein from transposon RE1,Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN14281_c0_g2_i10,TRINITY_DN14281_c0_g2_i10.p4,SVEP1_RAT,"Q:777-2789,H:428-1157",26.623,2.62E-42,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN14281_c0_g2_i5,TRINITY_DN14281_c0_g2_i5.p1,SVEP1_RAT,"Q:777-2789,H:428-1157",26.887,2.28E-42,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN142834_c0_g1_i1,TRINITY_DN142834_c0_g1_i1.p1,SAP61_SCHPO,"Q:33-479,H:212-380",31.765,1.02E-11,Pre-mRNA-splicing factor sap61,Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces,Eukaryota,Schizosaccharomyces
TRINITY_DN142834_c0_g2_i1,TRINITY_DN142834_c0_g2_i1.p1,NOI_DROME,"Q:585-4,H:2-192",39.594,6.40E-32,Splicing factor 3A subunit 3,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN142841_c0_g1_i1,TRINITY_DN142841_c0_g1_i1.p1,PI5K9_ARATH,"Q:11-298,H:420-526",36.111,8.48E-13,Phosphatidylinositol 4-phosphate 5-kinase 9,Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN14285_c1_g1_i7,TRINITY_DN14285_c1_g1_i7.p1,MTR_RHIMB,"Q:696-7,H:75-307",26.531,4.08E-07,Mesotocin receptor,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Neobatrachia; Hyloidea; Bufonidae; Rhinella,Eukaryota,Rhinella
TRINITY_DN14286_c0_g1_i3,TRINITY_DN14286_c0_g1_i3.p1,M3K1_HUMAN,"Q:2571-2071,H:1298-1464",25.882,6.75E-08,Mitogen-activated protein kinase kinase kinase 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14286_c0_g1_i9,TRINITY_DN14286_c0_g1_i9.p1,M3K1_HUMAN,"Q:2584-2084,H:1298-1464",25.882,6.77E-08,Mitogen-activated protein kinase kinase kinase 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN142872_c0_g1_i1,TRINITY_DN142872_c0_g1_i1.p1,CLCN6_HUMAN,"Q:3382-1061,H:37-865",52.682,0,Chloride transport protein 6,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN142879_c0_g1_i1,TRINITY_DN142879_c0_g1_i1.p1,OCDH_MIZYE,"Q:12-464,H:178-333",37.821,5.05E-25,Octopine dehydrogenase,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Mizuhopecten,Eukaryota,Mizuhopecten
TRINITY_DN142887_c0_g1_i1,TRINITY_DN142887_c0_g1_i1.p1,CLCA3_HUMAN,"Q:401-42,H:23-142",41.667,5.68E-28,Calcium-activated chloride channel regulator family member 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14289_c0_g2_i1,TRINITY_DN14289_c0_g2_i1.p1,SERR_DROME,"Q:2-274,H:622-708",36.264,9.85E-10,Protein serrate,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN14289_c1_g1_i1,TRINITY_DN14289_c1_g1_i1.p1,CPMD8_HUMAN,"Q:278-658,H:719-833",33.846,1.21E-14,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14289_c1_g1_i2,TRINITY_DN14289_c1_g1_i2.p1,CPMD8_HUMAN,"Q:104-622,H:689-833",29.714,2.21E-14,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN1429_c0_g1_i1,TRINITY_DN1429_c0_g1_i1.p1,COQA1_MOUSE,"Q:1764-1399,H:9-150",30.282,1.47E-10,Collagen alpha-1(XXVI) chain,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN1429_c0_g1_i4,TRINITY_DN1429_c0_g1_i4.p1,COQA1_MOUSE,"Q:1637-1272,H:9-150",30.282,1.18E-10,Collagen alpha-1(XXVI) chain,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14291_c0_g1_i1,NA,MIB2_CHICK,"Q:87-305,H:625-696",41.333,3.45E-08,E3 ubiquitin-protein ligase MIB2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN14291_c0_g1_i10,NA,ANKR2_MOUSE,"Q:24-308,H:188-279",36.458,5.76E-09,Ankyrin repeat domain-containing protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14291_c0_g1_i11,TRINITY_DN14291_c0_g1_i11.p1,ANR52_CHICK,"Q:15-533,H:98-293",33.831,1.65E-16,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN14291_c0_g1_i12,TRINITY_DN14291_c0_g1_i12.p1,ANR28_HUMAN,"Q:4-330,H:42-150",39.64,1.83E-11,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14291_c0_g1_i15,NA,MIB2_CHICK,"Q:50-301,H:625-707",43.023,2.36E-10,E3 ubiquitin-protein ligase MIB2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN14291_c0_g1_i16,NA,ANR44_MOUSE,"Q:11-415,H:614-746",28.205,7.21E-09,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14291_c0_g1_i19,NA,AKRP_ARATH,"Q:99-317,H:345-415",39.189,9.13E-08,"Ankyrin repeat domain-containing protein, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN14291_c0_g1_i2,NA,ANR52_CHICK,"Q:103-327,H:108-181",42.308,7.36E-10,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN14291_c0_g1_i22,NA,PYX_DROME,"Q:79-366,H:295-407",31.034,7.19E-06,Transient receptor potential channel pyrexia,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN14291_c0_g1_i8,TRINITY_DN14291_c0_g1_i8.p1,ANR28_HUMAN,"Q:5-514,H:86-280",36.41,2.67E-20,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14291_c0_g1_i9,NA,ANR44_MOUSE,"Q:11-394,H:614-746",34.559,5.96E-12,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14292_c1_g1_i4,TRINITY_DN14292_c1_g1_i4.p1,YRDC_RAT,"Q:219-824,H:69-272",52.941,1.05E-64,"YrdC domain-containing protein, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN142923_c0_g1_i1,TRINITY_DN142923_c0_g1_i1.p1,SPN90_HUMAN,"Q:522-1970,H:250-716",40.486,1.32E-109,NCK-interacting protein with SH3 domain,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14295_c0_g1_i6,TRINITY_DN14295_c0_g1_i6.p1,TNFA_SAISC,"Q:854-438,H:89-219",27.778,8.58E-06,Tumor necrosis factor,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Platyrrhini; Cebidae; Saimiriinae; Saimiri,Eukaryota,Saimiri
TRINITY_DN142962_c0_g1_i1,TRINITY_DN142962_c0_g1_i1.p1,CCAPR_DROME,"Q:186-1274,H:96-428",45.205,1.35E-77,Cardioacceleratory peptide receptor,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN142962_c0_g1_i3,TRINITY_DN142962_c0_g1_i3.p1,CCAPR_DROME,"Q:381-611,H:357-428",54.545,5.19E-19,Cardioacceleratory peptide receptor,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN142967_c0_g1_i1,TRINITY_DN142967_c0_g1_i1.p1,DCBD2_RAT,"Q:294-767,H:302-465",35.119,2.35E-19,"Discoidin, CUB and LCCL domain-containing protein 2",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN142993_c0_g1_i1,TRINITY_DN142993_c0_g1_i1.p1,ZN556_HUMAN,"Q:581-943,H:261-391",30.303,1.86E-11,Zinc finger protein 556,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN143_c0_g1_i4,TRINITY_DN143_c0_g1_i4.p1,CP3AO_SHEEP,"Q:464-1906,H:23-496",37.732,8.13E-99,Cytochrome P450 3A24,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis,Eukaryota,Ovis
TRINITY_DN143_c0_g1_i5,TRINITY_DN143_c0_g1_i5.p1,CP3AO_SHEEP,"Q:464-1777,H:23-454",38.914,2.28E-96,Cytochrome P450 3A24,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis,Eukaryota,Ovis
TRINITY_DN14300_c0_g1_i4,TRINITY_DN14300_c0_g1_i4.p1,CUBN_MOUSE,"Q:420-2156,H:1644-2213",24.795,4.87E-25,Cubilin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14300_c0_g1_i9,TRINITY_DN14300_c0_g1_i9.p1,CUBN_MOUSE,"Q:420-2141,H:1644-2213",25,4.35E-27,Cubilin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14302_c0_g1_i1,TRINITY_DN14302_c0_g1_i1.p1,TEKT1_HUMAN,"Q:1821-622,H:1-400",56.25,6.80E-151,Tektin-1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14303_c0_g1_i4,TRINITY_DN14303_c0_g1_i4.p1,APBP2_RAT,"Q:1660-365,H:108-543",23.756,5.56E-15,Amyloid protein-binding protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN14303_c0_g1_i5,TRINITY_DN14303_c0_g1_i5.p1,APBP2_HUMAN,"Q:1684-686,H:108-442",23.373,7.12E-12,Amyloid protein-binding protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14304_c0_g1_i1,TRINITY_DN14304_c0_g1_i1.p1,GLCTK_RAT,"Q:402-1913,H:31-519",43.874,2.62E-127,Glycerate kinase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN14304_c0_g1_i6,TRINITY_DN14304_c0_g1_i6.p1,GLCTK_HUMAN,"Q:371-976,H:33-234",52.475,1.65E-65,Glycerate kinase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14304_c0_g1_i9,TRINITY_DN14304_c0_g1_i9.p1,GLCTK_RAT,"Q:516-2027,H:31-519",43.874,7.75E-127,Glycerate kinase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN14305_c0_g1_i1,TRINITY_DN14305_c0_g1_i1.p1,TTL10_MACFA,"Q:276-109,H:84-139",48.214,1.37E-10,Protein polyglycylase TTLL10,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN14305_c0_g1_i3,TRINITY_DN14305_c0_g1_i3.p1,TTL10_MACFA,"Q:1813-680,H:84-495",47.33,1.20E-122,Protein polyglycylase TTLL10,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN143057_c0_g1_i1,TRINITY_DN143057_c0_g1_i1.p1,MOCOS_MOUSE,"Q:360-124,H:432-517",29.07,3.02E-06,Molybdenum cofactor sulfurase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN143057_c0_g2_i1,TRINITY_DN143057_c0_g2_i1.p1,MOCOS_HUMAN,"Q:3-518,H:257-429",43.103,1.42E-37,Molybdenum cofactor sulfurase,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN14306_c0_g1_i1,TRINITY_DN14306_c0_g1_i1.p1,AMY_PECMA,"Q:1616-93,H:1-505",66.798,0,Alpha-amylase,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Pecten,Eukaryota,Pecten
TRINITY_DN14308_c1_g1_i4,TRINITY_DN14308_c1_g1_i4.p1,SC5A3_MOUSE,"Q:218-1075,H:5-296",62.329,3.37E-156,Sodium/myo-inositol cotransporter,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14308_c1_g1_i5,TRINITY_DN14308_c1_g1_i5.p1,SC5A9_DANRE,"Q:431-1228,H:421-653",33.083,4.88E-39,Sodium/glucose cotransporter 4,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1431_c0_g1_i1,TRINITY_DN1431_c0_g1_i1.p1,INS1_CONIM,"Q:1207-911,H:27-150",40.323,1.51E-18,Con-Ins Im1,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Gastropoda; Caenogastropoda; Neogastropoda; Conoidea; Conidae; Conus; Stephanoconus,Eukaryota,Stephanoconus
TRINITY_DN14311_c0_g1_i1,TRINITY_DN14311_c0_g1_i1.p1,PSD13_CHICK,"Q:253-1380,H:2-376",63.032,4.53E-166,26S proteasome non-ATPase regulatory subunit 13,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN14312_c0_g1_i12,TRINITY_DN14312_c0_g1_i12.p1,CCNG1_MOUSE,"Q:1443-1096,H:46-163",35.593,1.12E-16,Cyclin-G1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN14312_c0_g1_i13,TRINITY_DN14312_c0_g1_i13.p1,CCNG1_MOUSE,"Q:2645-2298,H:46-163",35.593,2.07E-16,Cyclin-G1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
